AUTHOR,BORN_DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,STYLE,SCHOOL,TIMEFRAME
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Jacob van Dalen, called Vallensis",1640,"Oil on wood, 70 x 58 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/mierevel/pendant1.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Margarthe van Clootwijk, Wife of Jacob van Dalen",1639,"Oil on wood, 71 x 58 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/mierevel/pendant2.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Portrait of Frederick Hendrick, Prince of Orange-Nassau",c. 1610,"Oil on panel, 110 x 84 cm","Gemeente Musea, Delft",http://www.wga.hu/html/m/mierevel/frederic.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Portrait of Frederick Henry, Prince of Orange-Nassau",1632-40,"Oil on panel, 44 x 36 cm","Hoogsteder and Hoogsteder, The Hague",http://www.wga.hu/html/m/mierevel/frederik.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Portrait of Frederik Hendrik, Prince of Orange",c. 1632,"Oil on panel, 44 x 36 cm",Private collection,http://www.wga.hu/html/m/mierevel/frederid.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Portrait of Maurits, Prince of Orange-Nassau",1607,"Oil on panel, 110 x 98 cm","Gemeente Musea, Delft",http://www.wga.hu/html/m/mierevel/maurits1.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Prince Maurits, Stadhouder",1615-20,"Oil on panel, 220 x 140 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/m/mierevel/maurits.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",Portrait of a Lady with a Lace Collar and Pearls,-,"Oil on panel, oval, 70 x 58 cm",Private collection,http://www.wga.hu/html/m/mierevel/portlady.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",Portrait of a Man,-,"Oil on wood, 71,5 x 54,5 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mierevel/portrait.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",Portrait of a Woman with a Lace Collar,1632-35,"Oil on wood, 75 x 60 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/mierevel/port_wox.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",Portrait of a Woman,1628,"Oil on panel, 67 x 56 cm","Wallace Collection, London",http://www.wga.hu/html/m/mierevel/port_wom.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",Portrait of a Young Woman,1630,"Oil on panel, 70 x 58 cm","Kunsthistorisches Museum, Vienna",http://www.wga.hu/html/m/mierevel/port_ywo.html,painting,portrait,Dutch,1601-1650
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)",Portrait of Lubbert Gerritsz.,1607,"Oil on panel, 39 x 30 cm",Private collection,http://www.wga.hu/html/m/mierevel/gerritsz.html,painting,portrait,Dutch,1601-1650
"MIERIS, Frans van, the Elder","(b. 1635, Leiden, d. 1681, Leiden)",Portrait of a Young Man,1681,"Oil on panel, 36 x 29 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mieris/frans/portrait.html,painting,portrait,Dutch,1651-1700
"MIGNARD, Pierre","(b. 1612, Troyes, d. 1695, Paris)","Portrait of Edouard Colbert, Marquis de Villacerf",-,"Oil on canvas, oval, 83 x 66 cm",Private collection,http://www.wga.hu/html/m/mignard/pierre/colbert.html,painting,portrait,French,1651-1700
"MIGNARD, Pierre","(b. 1612, Troyes, d. 1695, Paris)","Portrait of Françoise-Marguerite, Countess of Grignan",-,"Oil on canvas, 68 x 56 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/m/mignard/pierre/portrait.html,painting,portrait,French,1651-1700
"MIGNARD, Pierre","(b. 1612, Troyes, d. 1695, Paris)",Self-Portrait,1690,"Oil on canvas, 235 x 188 cm","Musée du Louvre, Paris",http://www.wga.hu/html/m/mignard/pierre/selfport.html,painting,portrait,French,1651-1700
"MIGNARD, Pierre","(b. 1612, Troyes, d. 1695, Paris)",The Marquise de Seignelay and Two of her Children,1691,"Oil on canvas, 194 x 155 cm","National Gallery, London",http://www.wga.hu/html/m/mignard/pierre/seignela.html,painting,portrait,French,1651-1700
"MIJ, Hieronymus van der","(b. 1687, Leiden, d. 1761, Leiden)",Allegorical Portrait of the Composer Anton Wilhelm Solnitz,1743,"Oil on panel, 19 x 15 cm",Private collection,http://www.wga.hu/html/m/mij/composer.html,painting,portrait,Dutch,1701-1750
"MIJ, Hieronymus van der","(b. 1687, Leiden, d. 1761, Leiden)",Portrait of David van Royen,c. 1735,"Oil on panel, 51 x 46 cm","Stedelijk Museum De Lakenhal, Leiden",http://www.wga.hu/html/m/mij/portrait.html,painting,portrait,Dutch,1701-1750
"MIJN, George van der","(b. 1726/27, London, d. 1763, Amsterdam)",Cornelis Ploos van Amstel,c. 1758,"Oil on canvas, 55 x 45,7 cm","Mauritshuis, The Hague",http://www.wga.hu/html/m/mijn/george/ploos1.html,painting,portrait,Dutch,1701-1750
"MIJN, George van der","(b. 1726/27, London, d. 1763, Amsterdam)",Elizabeth Troost,c. 1758,"Oil on canvas, 55 x 45,7 cm","Mauritshuis, The Hague",http://www.wga.hu/html/m/mijn/george/ploos2.html,painting,portrait,Dutch,1751-1800
"MIJTENS, Daniel I","(b. ca. 1590, Delft, d. ca. 1647, Den Haag)","Charles I, King of England (detail)",1629,Oil on canvas,"Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/mijtens/daniel1/charles1.html,painting,portrait,Dutch,1601-1650
"MIJTENS, Daniel I","(b. ca. 1590, Delft, d. ca. 1647, Den Haag)","Charles I, King of England",1629,"Oil on canvas, 200 x 141 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/mijtens/daniel1/charles.html,painting,portrait,Dutch,1601-1650
"MIJTENS, Daniel I","(b. ca. 1590, Delft, d. ca. 1647, Den Haag)",Duke of Buckingham,-,"Oil on canvas, 217 x 140 cm",Private collection,http://www.wga.hu/html/m/mijtens/daniel1/dukebuck.html,painting,portrait,Dutch,1601-1650
"MIJTENS, Daniel I","(b. ca. 1590, Delft, d. ca. 1647, Den Haag)",Duke of Hamilton,1629,"Oil on canvas, 221 x 140 cm","Scottish National Portrait Gallery, Edinburgh",http://www.wga.hu/html/m/mijtens/daniel1/duke_ham.html,painting,portrait,Dutch,1601-1650
"MIJTENS, Jan","(b. ca. 1614, Den Haag, d. 1670, Den Haag)",Govert van Slingelandt and Family,1657,"Oil on canvas, 100 x 87 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/m/mijtens/jan/slingela.html,painting,portrait,Dutch,1651-1700
"MIJTENS, Jan","(b. ca. 1614, Den Haag, d. 1670, Den Haag)",Matthijs Pompe van Slingelandt and His Family,c. 1654,"Oil on canvas, 112 x 106 cm","Nationalmuseum, Stockholm",http://www.wga.hu/html/m/mijtens/jan/pompe.html,painting,portrait,Dutch,1651-1700
"MIJTENS, Jan","(b. ca. 1614, Den Haag, d. 1670, Den Haag)",Portrait of a Woman,c. 1665,"Oil on canvas, 70 x 57 cm","J. Paul Getty Museum, Los Angeles",http://www.wga.hu/html/m/mijtens/jan/port_wom.html,painting,portrait,Dutch,1651-1700
"MIJTENS, Jan","(b. ca. 1614, Den Haag, d. 1670, Den Haag)",The Family of Willem Van Der Does,-,Oil on canvas,"Museum Mayer van den Bergh, Antwerp",http://www.wga.hu/html/m/mijtens/jan/der_does.html,painting,portrait,Dutch,1651-1700
"MIJTENS, Martin I","(b. 1648, Den Haag, d. 1736, Stockholm)",Self-Portrait,1670s,"Oil on panel, 63 x 50 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/m/mijtens/martin1/selfport.html,painting,portrait,Dutch,1651-1700
"MILLAIS, Sir John Everett","(b. 1829, Southampton, d. 1896, London)",Portia (Kate Dolan),1886,"Oil on canvas, 125 x 84 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/millais/portia.html,painting,portrait,English,1851-1900
"MINARDI, Tommaso","(b. 1787, Faenza, d. 1871, Roma)",Self-Portrait,1803,"Oil on canvas, 37 x 33 cm","Galleria d'Arte Moderna, Florence",http://www.wga.hu/html/m/minardi/selport.html,painting,portrait,Italian,1801-1850
"MINIATURIST, English",(active c. 1150 in Canterbury),The Monk Eadwine,c. 1150,"Manuscript (Ms. R.17.I), 457 x 330 mm","Trinity College, Cambridge",http://www.wga.hu/html/zgothic/miniatur/1101-150/1english/15englis.html,illumination,portrait,English,1101-1150
"MINIATURIST, Italian",(active c. 1379),"Francisci Petrarchae, Poëtae laureati, epitome virorum illustrium",1379,Manuscript (Ms. Latin 6069F),"Biblioth?que Nationale, Paris",http://www.wga.hu/html/zgothic/miniatur/1351-400/2italian/42italib.html,illumination,portrait,Italian,1351-1400
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Bust of Cardinal Antonio Barberini,1628-29,"Marble, life-size","Toledo Museum of Art, Toledo, Ohio",http://www.wga.hu/html/m/mochi/barberin.html,sculpture,portrait,Italian,1601-1650
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Equestrian Statue of Alessandro Farnese (detail),1620-25,Bronze,"Piazza Cavalli, Piacenza",http://www.wga.hu/html/m/mochi/farnese5.html,painting,portrait,Italian,1601-1650
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Equestrian Statue of Alessandro Farnese (detail),1620-25,Bronze,"Piazza Cavalli, Piacenza",http://www.wga.hu/html/m/mochi/farnese7.html,sculpture,portrait,Italian,1601-1650
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Equestrian Statue of Alessandro Farnese,1620-25,Bronze,"Piazza Cavalli, Piacenza",http://www.wga.hu/html/m/mochi/farnese4.html,sculpture,portrait,Italian,1601-1650
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Equestrian Statue of Alessandro Farnese,1620-25,Bronze,"Piazza Cavalli, Piacenza",http://www.wga.hu/html/m/mochi/farnese6.html,sculpture,portrait,Italian,1601-1650
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Equestrian Statue of Ranuccio Farnese (detail),1612,"Bronze, height 30 cm","Piazza Cavalli, Piacenza",http://www.wga.hu/html/m/mochi/farnese1.html,painting,portrait,Italian,1601-1650
"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",Equestrian Statue of Ranuccio Farnese,1612,"Bronze, over life-size","Piazza Cavalli, Piacenza",http://www.wga.hu/html/m/mochi/farnese.html,painting,portrait,Italian,1601-1650
"MOITTE, Jean-Guillaume","(b. 1746, Paris, d. 1810, Paris)",Cassini,1787 (ordered),Marble,"Observatoire, Paris",http://www.wga.hu/html/m/moitte/jean/cassini.html,sculpture,portrait,French,1751-1800
"MOITTE, Pierre-Etienne","(b. 1722, Paris, 1780, Paris)",The Marquis de Beringhen,1759,Engraving,"Biblioth?que Nationale, Paris",http://www.wga.hu/html/m/moitte/pierre/beringhe.html,graphics,portrait,French,1751-1800
"MOLA, Pier Francesco","(b. 1612, Coldrerio, d. 1666, Roma)",Oriental Warrior,1650,"Oil on canvas, 172 x 123 cm","Musée du Louvre, Paris",http://www.wga.hu/html/m/mola/oriental.html,painting,portrait,Italian,1601-1650
"MOLA, Pier Francesco","(b. 1612, Coldrerio, d. 1666, Roma)",Portrait of a Bearded Old Man,c. 1665,"Oil on canvas, 62 x 48 cm",Private collection,http://www.wga.hu/html/m/mola/bearded.html,painting,portrait,Italian,1601-1650
"MOLENAER, Jan Miense","(b. ca. 1610, Haarlem, d. 1668, Haarlem)",Self-Portrait with Family Members,1630s,"Oil on canvas, 64 x 81 cm","Frans Halsmuseum, Haarlem",http://www.wga.hu/html/m/molenaer/jan/family_m.html,painting,portrait,Dutch,1601-1650
"MOLINERI, Giovanni Antonio","(b. 1577, Savigliano di Cuneo, d. ca. 1645, Savigliano di Cuneo)",Self-Portrait,1620-21,"Oil on canvas, 45 x 35 cm",Private collection,http://www.wga.hu/html/m/molineri/selfport.html,painting,portrait,Italian,1601-1650
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)","Woman with a Parasol, Turned to the Left",1886,"Oil on canvas, 131 x 88 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/m/monet/07/1vario03.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)","Woman with a Parasol, Turned to the Right",1886,"Oil on canvas, 131 x 88 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/m/monet/07/1vario02.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Camille (Woman in Green Dress),1866,"Oil on canvas, 231 x 151 cm","Kunsthalle, Bremen",http://www.wga.hu/html/m/monet/01/early13.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Camille Monet in Japanese Costume (detail),1876,Oil on canvas,"Museum of Fine Arts, Boston",http://www.wga.hu/html/m/monet/04/1argen9.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Camille Monet in Japanese Costume (La Japonaise),1876,"Oil on canvas, 65 x 81 cm","Museum of Fine Arts, Boston",http://www.wga.hu/html/m/monet/04/1argen8.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Camille Monet on a Garden Bench,1873,"Oil on canvas, 61 x 80 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/monet/03/other3.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Camille Monet on Her Deathbed,1879,"Oil on canvas, 90 x 68 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/m/monet/05/2vario03.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Camille Monet on the Couch,1871,"Oil on canvas, 48 x 75 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/m/monet/02/3variou3.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Jean Monet on His Mechanical Horse,1872,"Oil on canvas, 59 x 73 cm",Private collection,http://www.wga.hu/html/m/monet/03/other1.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Madame Louis Joachim Gaudibert,1868,"Oil on canvas, 217 x 139 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/m/monet/02/1vario01.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Madame Monet and a Friend in the Garden,1872,"Oil on canvas, 52 x 66 cm",Private collection,http://www.wga.hu/html/m/monet/03/other5.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Self-Portrait in Beret,1886,"Oil on canvas, 56 x 46 cm",Private collection,http://www.wga.hu/html/m/monet/07/1vario01.html,painting,portrait,French,1851-1900
"MONET, Claude","(b. 1840, Paris, d. 1926, Giverny)",Woman with a Parasol - Madame Monet and Her Son,1875,"Oil on canvas, 100 x 81 cm","National Gallery of Art, Washington",http://www.wga.hu/html/m/monet/04/1argen7.html,painting,portrait,French,1851-1900
"MOOR, Carel de II","(b. 1655, Leiden, d. 1738, Warmond)",Peasant Woman in an Interior,-,"Oil on panel, 22 x 18 cm",Private collection,http://www.wga.hu/html/m/moor/peasant.html,painting,portrait,Dutch,1651-1700
"MOOR, Carel de II","(b. 1655, Leiden, d. 1738, Warmond)",Portrait of a Gentleman,1686,"Oil on canvas, 72 x 56 cm",Private collection,http://www.wga.hu/html/m/moor/portgent.html,painting,portrait,Dutch,1651-1700
"MOOR, Carel de II","(b. 1656, Leiden, d. 1738, Warmond)",Portrait of a Gentleman,-,"Oil on canvas, 54 x 45 cm",Private collection,http://www.wga.hu/html/m/moor/portrait.html,painting,portrait,Dutch,1651-1700
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Anne Fernel, the Wife of Sir Thomas Gresham",1560-65,"Oil on panel transferred to canvas, 88 x 76 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/m/mor/6gresham.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Margaret, Duchess of Parma",1562,"Oil on canvas, 106 x 76 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/mor/4margare.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Portrait of Mary, Queen of England",c. 1554,"Oil on oak panel, 36 x 25,2 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mor/2mary.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Portrait of the Philip II, King of Spain",c. 1554,"Oil on oak panel, 41,5 x 33 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mor/1philip.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Cardinal Granvelle's Dwarf,c. 1560,"Oil on wood, 126 x 92 cm","Musée du Louvre, Paris",http://www.wga.hu/html/m/mor/5cardina.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Knight of the Spanish St James Order,1558,"Oil on oak panel, 44 x 35 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mor/4knigt.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of a Goldsmith,1564,Oil on panel.118 x 89 cm,"Mauritshuis, The Hague",http://www.wga.hu/html/m/mor/5goldsmi.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of Anton Perrenot de Granvelle,1549,"Oil on panel, 107 x 82 cm","Kunsthistorisches Museum, Vienna",http://www.wga.hu/html/m/mor/0granvell.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of Giovanni Battista di Castaldo,c. 1550,"Oil on panel, 108 x 83 cm","Museo Thyssen-Bornemisza, Madrid",http://www.wga.hu/html/m/mor/1castald.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of Hubert Goltzius,1574,"Oil on wood, 66 x 50 cm","Musées Royaux des Beaux-Arts, Brussels",http://www.wga.hu/html/m/mor/7goltziu.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of Philip II in Armour,1557,"Oil on canvas, 186 x 82 cm","Monasterio de San Lorenzo, El Escorial",http://www.wga.hu/html/m/mor/42philip.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of William of Orange,1555,"Oil on panel, 107 x 62 cm","Staatliche Museen, Kassel",http://www.wga.hu/html/m/mor/41orange.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Queen Mary Tudor of England,1554,"Oil on panel, 109 x 84 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/mor/3marytud.html,painting,portrait,Flemish,1551-1600
"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Sir Thomas Gresham,1560-65,"Oil on panel, 90 x 76 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/m/mor/5gresham.html,painting,portrait,Flemish,1551-1600
"MORE, Jacob","(b. 1740, Edinburgh, d. 1793, Roma)",Self-Portrait,1783,"Oil on canvas, 198 x 148 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/m/more/selfport.html,painting,portrait,Scottish,1751-1800
"MOREAU, Adrien","(b. 1843, Troyes, d. 1906, Paris)",Silver Wedding (detail),1879,Oil on canvas,Private collection,http://www.wga.hu/html/m/moreau_a/wedding1.html,painting,portrait,French,1851-1900
"MOREAU, Adrien","(b. 1843, Troyes, d. 1906, Paris)",Silver Wedding,1879,"Oil on canvas, 94 x 133 cm",Private collection,http://www.wga.hu/html/m/moreau_a/wedding.html,painting,portrait,French,1851-1900
"MOREAU, Gustave","(b. 1826, Paris, d. 1898, Paris)",Self-Portrait,1850,"Oil on canvas, 41 x 32 cm","Musée National Gustave-Moreau, Paris",http://www.wga.hu/html/m/moreau_g/1selfpor.html,painting,portrait,French,1851-1900
"MOREELSE, Paulus","(b. 1571, Utrecht, d. 1638, Utrecht)","Sophia Hedwig, Countess of Nassau Dietz, with her Three Sons",1621,Oil on canvas,"Rijksmuseum, Het Loo Palace, Appeldorn",http://www.wga.hu/html/m/moreelse/sophia_h.html,painting,portrait,Dutch,1601-1650
"MOREELSE, Paulus","(b. 1571, Utrecht, d. 1638, Utrecht)",Portrait of a Woman,1632,"Oil on oak panel, 65 x 56 cm",Private collection,http://www.wga.hu/html/m/moreelse/woman.html,painting,portrait,Dutch,1601-1650
"MOREELSE, Paulus","(b. 1571, Utrecht, d. 1638, Utrecht)",Portrait of a Young Boy,1630s,"Oil on wood, 58 x 50 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/moreelse/young_b.html,painting,portrait,Dutch,1601-1650
